scientificname,scientificnameid,records,phylum,class,order,family,genus,annotation_type,annotation_aphiaid,datasets
"Neritina mauritii (Lesson, 1831)",,1,Mollusca,"Gastropoda Cuvier, 1797",Neritopsina,"Neritidae Rafinesque, 1815","Neritina Lamarck, 1816",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Neritina neritoides Linnaeus,,1,Mollusca,"Gastropoda Cuvier, 1797",Neritopsina,"Neritidae Rafinesque, 1815","Neritina Lamarck, 1816",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Neritina orsinii Pech,,1,Mollusca,"Gastropoda Cuvier, 1797",Neritopsina,"Neritidae Rafinesque, 1815","Neritina Lamarck, 1816",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Neritina peloronta (Linnaeus, 1758)",,1,Mollusca,"Gastropoda Cuvier, 1797",Neritopsina,"Neritidae Rafinesque, 1815","Neritina Lamarck, 1816",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Neritina prevosti Partsch,,1,Mollusca,"Gastropoda Cuvier, 1797",Neritopsina,"Neritidae Rafinesque, 1815","Neritina Lamarck, 1816",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Neritina pulligera canalis Sowerby,,1,Mollusca,"Gastropoda Cuvier, 1797",Neritopsina,"Neritidae Rafinesque, 1815","Neritina Lamarck, 1816",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Neritina pulligera knorii Unknown,,1,Mollusca,"Gastropoda Cuvier, 1797",Neritopsina,"Neritidae Rafinesque, 1815","Neritina Lamarck, 1816",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Neritina pulligera petitii Recluz,,1,Mollusca,"Gastropoda Cuvier, 1797",Neritopsina,"Neritidae Rafinesque, 1815","Neritina Lamarck, 1816",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Neritina pupa tristis Linnaeus,,1,Mollusca,"Gastropoda Cuvier, 1797",Neritopsina,"Neritidae Rafinesque, 1815","Neritina Lamarck, 1816",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Neritina siguiorensis Unknown,,1,Mollusca,"Gastropoda Cuvier, 1797",Neritopsina,"Neritidae Rafinesque, 1815","Neritina Lamarck, 1816",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Neritina sulcata var. spinosa,,1,Mollusca,"Gastropoda Cuvier, 1797",Neritopsina,"Neritidae Rafinesque, 1815","Neritina Lamarck, 1816",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Neritina transversalis (Kreglinger, 1870)",,1,Mollusca,"Gastropoda Cuvier, 1797",Neritopsina,"Neritidae Rafinesque, 1815","Neritina Lamarck, 1816",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Nerium indicum,,1,,,,,,,,790f9ddf-433c-4e47-aa6c-ccef0b8634fa
Nerocila australasiae,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Nerocila cephalotes,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
"Nesillas longicaudata (E. Newton, 1877)",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Sylviidae,"Nesillas Oberholser, 1899",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Nesillas typica ellisii Schlegel and Pollen, 1868",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Sylviidae,"Nesillas Oberholser, 1899",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Uca galapagensis galapagensis Rathbun, 1902",,1,Arthropoda,"Malacostraca Latreille, 1802","Decapoda Latreille, 1802","Ocypodidae Rafinesque, 1815","Uca Leach, 1814",,,0912e81c-c5ac-4a53-b719-a9ae6535f895
"Nesomys rufus Peters, 1870",,1,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1819",Muridae Illiger,"Nesomys Peters, 1870",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
"Muscisaxicola cinereus Philippi & Landbeck, 1864",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Tyrannidae,"Muscisaxicola d'Orbigny & Lafresnaye, 1837",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Neusticurus bicarinatus (Linnaeus, 1758)",,1,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Gymnophthalmidae,"Neusticurus Duméril & Bibron, 1839",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
"Neusticurus ecpleopus Cope, 1876",,1,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Gymnophthalmidae,"Neusticurus Duméril & Bibron, 1839",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
"Neusticurus strangulatus (Cope, 1868)",,1,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Gymnophthalmidae,"Neusticurus Duméril & Bibron, 1839",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
Neverita mapla,,1,,,,,,,,73b8993b-0afd-49c0-8321-7cbbc112801d
Neverita rufa,,1,,,,,,,,73b8993b-0afd-49c0-8321-7cbbc112801d
"Newcombia plicata Pfeiffer, 1848",,1,Mollusca,"Gastropoda Cuvier, 1797",Stylommatophora,"Achatinellidae Gulick, 1873","Newcombia Pfeiffer, 1854",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Newnhamia dumonti,,1,,,,,,,,a4257cff-3c2c-4a60-ab29-91f65545bb08
"Muscicapa striata neumanni  Poche, 1904",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Muscicapidae,"Muscicapa Brisson, 1760",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Muscicapa griseisticta   (Swinhoe, 1861)",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Muscicapidae,"Muscicapa Brisson, 1760",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Muscicapa gambagae  (Alexander, 1901)",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Muscicapidae,"Muscicapa Brisson, 1760",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"n.gen. A n.sp. B [Jason - TT200801, 2008]",,1,,,,,,,,a003e72f-d8e5-4d94-9aed-4bc50862c4ad
"n. gen. A n. sp. B [SS200510, 2008]",,1,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,</i>n. gen. A<i>,,,930000f4-81ef-421b-8884-042abdf8fbc8
"n.gen. A n.sp. C [Jason - TT200801, 2008]",,1,,,,,,,,a003e72f-d8e5-4d94-9aed-4bc50862c4ad
"n. gen. A n. sp. D [SS200510, 2008]",,1,Cnidaria,Anthozoa,Alcyonacea,Ellisellidae,</i>n. gen. A<i>,,,930000f4-81ef-421b-8884-042abdf8fbc8
Niambia minops,,1,,,,,,,,4f46f9d8-dc63-4546-9dd5-075df3d25e4a
"Nicania warhami (Hancock, 1846)",,1,Mollusca,"Bivalvia Linnaeus, 1758",Carditoida,"Astartidae d'Orbigny, 1844","Nicania Leach, 1819",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Nicolasia canosorum,,1,,,,,,,,b1f8bc4c-5427-40c8-8728-aad4d463b944
Nicon chlersi,,1,Annelida,Polychaeta,Phyllodocida,Nereididae,Nicon,,,6af80242-edfd-4dd2-b957-8e715789e479
"Nicsmirnovius camerounensis dioscoridus K. Van Damme, Chiambeng, Maiphae & Dumont 2003",,1,Arthropoda,"Branchiopoda Latreille, 1817","Diplostraca Gerstaecker, 1866","Chydoridae Stebbing, 1902","Nicsmirnovius Chiambeng & Dumont, 1999",,,0912e81c-c5ac-4a53-b719-a9ae6535f895
Nidalia alciformes,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Nidaliopsis spinulosum,,1,Cnidaria,Anthozoa,Alcyonacea,Nidaliidae,Nidaliopsis,,,97bdf279-6f78-4ed7-ad9d-27a5886f8ff2
"Nigrita canicapillus angolensis Bannerman, 1921",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Passeridae,"Nigrita Strickland, 1843",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Nigrita fusconota fusconota Fraser, 1843",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Passeridae,"Nigrita Strickland, 1843",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Nigrospora (Género),,1,Ascomycota,Pezizomycotina,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,,,58480117-eefa-49e7-abee-bad994d9d91b
"Niltava macgrigoriae  (E. Burton, 1836)",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Muscicapidae,"Niltava  Hodgson,1837",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Ninia sebae morleyi (Schmidt & Andrews, 1936)",,1,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Colubridae Oppel,"Ninia Girard, 1853",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
"Muscardinus avellanarius avellanius Linnaeus, 1758",,1,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758","Rodentia Bowdich, 1819",Myoxidae Gray,"Muscardinus Kaup, 1829",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
"Ninox boobook fusca (Vieillot, 1817)",,1,"Chordata Bateson, 1885",Aves,Strigiformes,Strigidae,"Ninox Hodgson, 1837",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Ninox boobook (Latham, 1802)",,1,"Chordata Bateson, 1885",Aves,Strigiformes,Strigidae,"Ninox Hodgson, 1837",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Ninox connivens (Latham, 1802)",,1,"Chordata Bateson, 1885",Aves,Strigiformes,Strigidae,"Ninox Hodgson, 1837",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Ninox novaeseelandiae leucopsis (Gould, 1838)",,1,"Chordata Bateson, 1885",Aves,Strigiformes,Strigidae,"Ninox Hodgson, 1837",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Ninox odiosa Sclater, 1877",,1,"Chordata Bateson, 1885",Aves,Strigiformes,Strigidae,"Ninox Hodgson, 1837",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Ninox philippensis Bonaparte, 1855",,1,"Chordata Bateson, 1885",Aves,Strigiformes,Strigidae,"Ninox Hodgson, 1837",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Ninox scutulata burmanica Hume, 1876",,1,"Chordata Bateson, 1885",Aves,Strigiformes,Strigidae,"Ninox Hodgson, 1837",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Ninox scutulata hirsuta (Temminck, 1824)",,1,"Chordata Bateson, 1885",Aves,Strigiformes,Strigidae,"Ninox Hodgson, 1837",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Ninox scutulata (Raffles, 1822)",,1,"Chordata Bateson, 1885",Aves,Strigiformes,Strigidae,"Ninox Hodgson, 1837",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Ninox theomacha theomacha (Bonaparte, 1855)",,1,"Chordata Bateson, 1885",Aves,Strigiformes,Strigidae,"Ninox Hodgson, 1837",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Niotha bicolor,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Niphargus orcinus virei Chevreux,,1,Arthropoda,"Malacostraca Latreille, 1802","Amphipoda Latreille, 1816","Niphargidae Bousfield, 1977","Niphargus Schiödte, 1849",,,0912e81c-c5ac-4a53-b719-a9ae6535f895
Niphtatidae,,1,,,,,,,,49f74e10-b23b-4aca-a0f2-62b4f1109dd3
Niphtatidae round branches,,1,,,,,,,,49f74e10-b23b-4aca-a0f2-62b4f1109dd3
Niphthatid round branches,,1,,,,,,,,49f74e10-b23b-4aca-a0f2-62b4f1109dd3
Nitidotellina nitidula,,1,,,,,,,,e971710e-054e-43f2-b23c-c149d6c76cb4
Nitocra affinis stygia,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
"Mursia gaudichaudii h. milne-edwards, 1837",,1,,,,,,,,fa9bc19f-f98a-4278-ab99-c6d8ef4966c7
Nitzschia acicularis v. acicularis,,1,,,,,,,,46c52e34-73b7-45e6-a2ac-742e4c2058c5
Nitzschia acicularis var. closteroides,,1,,,,,,,,46c52e34-73b7-45e6-a2ac-742e4c2058c5
Nitzschia angularis affinis,,1,,,,,,,,b795fd5d-71ab-413f-9bb6-90d803dce53c
Nitzschia angustata,,1,,,,,,,,b795fd5d-71ab-413f-9bb6-90d803dce53c
"Muricopsis armatus (A. Adams, 1854)",,1,Mollusca,"Gastropoda Cuvier, 1797","Neogastropoda Wenz, 1938","Muricidae Rafinesque, 1815","Muricopsis Bucquoy, Dautzenberg & Dollfus, 1882",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Nitzschia longissima var reversa,,1,,,,,,,,49b938b5-2d5a-43c0-92f9-26354f189f82
Leptocarpus similis,http://www.nzor.org.nz/names/d34a7ca7-fb2f-479c-886e-c81d44c1d18b,1,Tracheophyta,Magnoliopsida,Poales,Restionaceae,Leptocarpus,,,b339f72f-eb69-40c5-b60c-1a37aaffdfb7
Nitzschia pungens acuta,,1,,,,,,,,f7d8aa43-cdfe-4be2-82a6-88ee33c5c60c
"Muricodrupa funiculus Wood, 1828",,1,Mollusca,"Gastropoda Cuvier, 1797","Neogastropoda Wenz, 1938","Muricidae Rafinesque, 1815","Muricodrupa Iredale, 1918",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Nitzschia taenia,,1,Ochrophyta,Diatomophyceae/Bacillariophyceae,Pennales,Bacillariaceae,Nitzschia,,,a9f73a4b-8e2f-49fe-8b8e-7c3502defb98
Niveria merces,,1,,,,,,,,8bd1c7c0-717d-4a4e-8b1c-9ff3c5698067
Muricodrupa cariosa,,1,Mollusca,"Gastropoda Cuvier, 1797","Neogastropoda Wenz, 1938","Muricidae Rafinesque, 1815","Muricodrupa Iredale, 1918",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Noctilio albiventris Desmarest, 1818",,1,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758","Chiroptera Blumenbach, 1779",Noctilionidae Gray,"Noctilio Linnaeus, 1766",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
"Noctilio leporinus (Linnaeus, 1758)",,1,"Chordata Bateson, 1885","Mammalia Linnaeus, 1758","Chiroptera Blumenbach, 1779",Noctilionidae Gray,"Noctilio Linnaeus, 1766",,,94733b9b-61d0-40c3-8577-440dd4cb2c41
Nodilittorina leucosticta,,1,,,,,,,,1820a42f-39b2-45e5-a935-6edcb6891eec
Nodilittorina unifasciata fernandezensis,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Nodipecten subnodosus magnificus,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Nodlittorina vermeiji,,1,,,,,,,,c8eecb00-b65f-45c5-b04e-da9bd5dc18e0
Nodobythere reticulate,,1,,,,,,,,96053ac5-f5c6-4e85-8124-9b010dd8a206
Nodoconcha,,1,Arthropoda,Ostracoda,Podocopida,Paradoxostomatidae,Nodoconcha,,,ccd6e783-32be-4026-8ed8-0b9ca265aeb1
Muricea crosslandi,,1,Cnidaria,Anthozoa,Alcyonacea,Plexauridae,Muricea,,,6c813a6c-86f7-4d45-beb5-33eebd8de938
Nodogenerina alazanensis,,1,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Muricea appressa flavescens,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Muricanthus kuesterianus,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Murex turschi,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Murex troschelli,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Nodosaria detruncata,,1,,,,,,,,38535a43-2982-4479-88c1-8303f7ee8665
Murexsul kianeri,,1,,,,,,,,23678adb-b175-4352-856d-d43322374cb1
Nodularia japanensis,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Nodularia sp.,,1,,,,,,,,62ddad25-2a19-485d-9bae-7eb3a40a71c5
Nodularia spp.,,1,,,,,,,,62ddad25-2a19-485d-9bae-7eb3a40a71c5
Nodulus persperctus,,1,,,,,,,,23678adb-b175-4352-856d-d43322374cb1
Leptestheria siligna,,1,,,,,,,,4f46f9d8-dc63-4546-9dd5-075df3d25e4a
Noemacheilus botia botia,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
Noemacheilus notostigma,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
No Euphausiids,,1,,,,,,,,9eadbad7-d3b7-4e44-a230-bff702e35f91
Murex recurvirostris woodringi,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
"Murex recurvirostris tricoronis Berry, 1960",,1,Mollusca,"Gastropoda Cuvier, 1797","Neogastropoda Wenz, 1938","Muricidae Rafinesque, 1815","Murex Linnaeus, 1758",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Murex peregrina Olivera, 1980",,1,Mollusca,"Gastropoda Cuvier, 1797","Neogastropoda Wenz, 1938","Muricidae Rafinesque, 1815","Murex Linnaeus, 1758",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
**non-current code** ??,,1,Chordata,Actinopterygii,Aulopiformes,Bathysauridae,,,,553e6cd6-89a8-4482-b767-fb79a8d9c6ee
Uca marionis var. nitidus,,1,,,,,,,,d0d2a510-ba24-487b-80ca-afc86922cb1c
**non-current code** Alepes sp.,,1,Chordata,Actinopterygii,Perciformes,Carangidae,Alepes,,,553e6cd6-89a8-4482-b767-fb79a8d9c6ee
"Murex (Murexsul) umbilicatus Tenison-woods, 1876",,1,Mollusca,"Gastropoda Cuvier, 1797","Neogastropoda Wenz, 1938","Muricidae Rafinesque, 1815","Murex Linnaeus, 1758",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Murex mergus (E. Vokes, 1974)",,1,Mollusca,"Gastropoda Cuvier, 1797","Neogastropoda Wenz, 1938","Muricidae Rafinesque, 1815","Murex Linnaeus, 1758",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Murex laurae (E.H. Vokes, 1970)",,1,Mollusca,"Gastropoda Cuvier, 1797","Neogastropoda Wenz, 1938","Muricidae Rafinesque, 1815","Murex Linnaeus, 1758",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Murex kilburni,,1,,,,,,,,9b161b02-0f21-44e7-ac73-0ad7d4c95172
**non-current code** Malleus regula,,1,Mollusca,Bivalvia,Pterioida,Malleidae,Malleus,,,a8a98929-f991-4407-af3a-40496f47297c
**non-current code** Nomeid sp. A,,1,Chordata,Actinopterygii,Perciformes,Nomeidae,Nomeid,,,553e6cd6-89a8-4482-b767-fb79a8d9c6ee
**non-current code** (N.W. Boarfish),,1,Chordata,Actinopterygii,Perciformes,Pentacerotidae,,,,553e6cd6-89a8-4482-b767-fb79a8d9c6ee
"Murex indentatus Carpenter, 1857",,1,Mollusca,"Gastropoda Cuvier, 1797","Neogastropoda Wenz, 1938","Muricidae Rafinesque, 1815","Murex Linnaeus, 1758",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
**non-current code** Solidae sp.,,1,Chordata,Actinopterygii,Pleuronectiformes,Soleidae,Solidae,,,553e6cd6-89a8-4482-b767-fb79a8d9c6ee
"Murexiella poormani Radwin & D'Attilio, 1976",,1,Mollusca,"Gastropoda Cuvier, 1797","Neogastropoda Wenz, 1938","Muricidae Rafinesque, 1815","Murexiella Clench & Pérez Farfante, 1945",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Uca (minuca) rapax rapax,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Nonion jacksonensis,,1,,,,,,,,7e5277ae-fca3-455c-b2aa-4a0c4f4a7a2e
"Murex hennequini (Petuch, 1994)",,1,Mollusca,"Gastropoda Cuvier, 1797","Neogastropoda Wenz, 1938","Muricidae Rafinesque, 1815","Murex Linnaeus, 1758",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Murex (Bolinus) cornatus,,1,,,,,,,,488f7e7c-1c38-468c-b11a-843c55b4ab01
"Murex blainvillei var. rosea Monterosato, 1878 in Bucquoy, Dautzenberg & Dollfus, 1882",,1,Mollusca,"Gastropoda Cuvier, 1797","Neogastropoda Wenz, 1938","Muricidae Rafinesque, 1815","Murex Linnaeus, 1758",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Norops aureolus (Cope, 1885)",,1,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Iguanidae,"Norops Wagler, 1830",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
"Norops bicaorum Köhler, 1996",,1,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Iguanidae,"Norops Wagler, 1830",,,7c9aa715-ea1e-4dae-876b-1fde99448ce0
"Northia eburnea Reeve,",,1,Mollusca,"Gastropoda Cuvier, 1797","Neogastropoda Wenz, 1938","Buccinidae Rafinesque, 1815","Northia Gray, 1847",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Northia huttoni Kobelt,,1,Mollusca,"Gastropoda Cuvier, 1797","Neogastropoda Wenz, 1938","Buccinidae Rafinesque, 1815","Northia Gray, 1847",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Northia quoyi Kiener,",,1,Mollusca,"Gastropoda Cuvier, 1797","Neogastropoda Wenz, 1938","Buccinidae Rafinesque, 1815","Northia Gray, 1847",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Northiella haematogaster (Gould, 1838)",,1,"Chordata Bateson, 1885",Aves,Psittaciformes,Psittacidae,"Northiella Mathews, 1912",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Notadusta musumea Kuroda & Habe, 1961",,1,Mollusca,"Gastropoda Cuvier, 1797","Littorinimorpha Golikov & Starobogatov, 1975","Cypraeidae Rafinesque, 1815","Notadusta Schilder, 1935",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Notadusta rabaulensis Schilder, 1964",,1,Mollusca,"Gastropoda Cuvier, 1797","Littorinimorpha Golikov & Starobogatov, 1975","Cypraeidae Rafinesque, 1815","Notadusta Schilder, 1935",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Notarchus cirrhifere,,1,,,,,,,,9b161b02-0f21-44e7-ac73-0ad7d4c95172
Uca (paraleptuca) lactea lactea,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Notarius proops,,1,,,,,,,,f7777a70-e23c-436a-a0cb-9200bf87e194
Notasterias brachiata,,1,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Notasterias,,,679cb1fa-3d8d-4f22-bab0-8ca2971a96ce
"Notechis scutatus (Peters, 1861)",,1,"Chordata Bateson, 1885","Reptilia Laurenti, 1768","Squamata Oppel, 1811",Elapidae Boie,"Notechis Boulenger, 1896",,,a86b3849-dc24-4058-a8a6-7b6fd55a0151
Notemigonus crysoleucas boscii,,1,,,,,,,,705770e5-3474-4e69-be8b-3107a0c5610a
Noteridae,,1,,,,,,,,43d19bf8-4d49-413b-bedb-4fa4547714fa
"Notharchus macrorhynchos hyperrhynchus (Sclater, 1856)",,1,"Chordata Bateson, 1885",Aves,Galbuliformes,Bucconidae,"Notharchus Cabanis & Heine, 1863",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Notharchus swainsoni (Gray, 1846)",,1,"Chordata Bateson, 1885",Aves,Galbuliformes,Bucconidae,"Notharchus Cabanis & Heine, 1863",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Nothoprocta pentlandii (Gray, 1867)",,1,"Chordata Bateson, 1885",Aves,Tinamiformes,Tinamidae,"Nothoprocta Sclater & Salvin, 1873",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Nothoprocta perdicaria sanborni Conover, 1924",,1,"Chordata Bateson, 1885",Aves,Tinamiformes,Tinamidae,"Nothoprocta Sclater & Salvin, 1873",,,e9acab50-8203-4c1e-b2e7-cbb850670808
"Notiochelidon cyanoleuca cyanoleuca (Vieillot, 1817)",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Hirundinidae,"Notiochelidon Baird, 1865",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Murella vieta Rossmässler,,1,Mollusca,"Gastropoda Cuvier, 1797",Stylommatophora,"Helicidae Rafinesque, 1815","Murella Pfeiffer, 1877",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
"Notiochelidon murina (Cassin,1853)",,1,"Chordata Bateson, 1885",Aves,Passeriformes,Hirundinidae,"Notiochelidon Baird, 1865",,,e9acab50-8203-4c1e-b2e7-cbb850670808
Notiomaso australis,http://gni.globalnames.org/?search_term=id:4211273,1,Arthropoda,Arachnida,Araneae,Linyphiidae,Notiomaso,,,ed62786d-6530-43ad-8dd3-a63527bc5d43
Notiomaso gen.nov. sp.,https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=848946,1,Arthropoda,Arachnida,Araneida,Linyphiidae,Notiomaso gen.nov.,,,ed62786d-6530-43ad-8dd3-a63527bc5d43
Notiopsylla enciari,http://gni.globalnames.org/?search_term=id:4452496,1,Arthropoda,Insecta,Siphonaptera,Pygiopsyllidae,Notiopsylla,,,ed62786d-6530-43ad-8dd3-a63527bc5d43
"Notoacmaea gloriosa (Habe, 1944)",,1,Mollusca,"Gastropoda Cuvier, 1797",Patellogastropoda,"Acmaeidae Forbes, 1850","Notoacmaea Iredale, 1915",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Murella verrucosus Monterosato,,1,Mollusca,"Gastropoda Cuvier, 1797",Stylommatophora,"Helicidae Rafinesque, 1815","Murella Pfeiffer, 1877",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Notocidaris_cf lanceolata,,1,,,Cidaroida,Cidaridae,Notocidaris,,,375d7789-8635-4e61-9556-60532577d393
Notocidaris_cf. mortenseni,,1,,,Cidaroida,Cidaridae,Notocidaris,,,375d7789-8635-4e61-9556-60532577d393
Murella strigata var. sicula Benoit,,1,Mollusca,"Gastropoda Cuvier, 1797",Stylommatophora,"Helicidae Rafinesque, 1815","Murella Pfeiffer, 1877",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Notocythere antichthon,,1,Arthropoda,Ostracoda,Podocopida,Entocytheridae,Notocythere,,,517ac935-af0f-4358-88fb-7093015182af
Notocythere synomodites,,1,Arthropoda,Ostracoda,Podocopida,Entocytheridae,Notocythere,,,517ac935-af0f-4358-88fb-7093015182af
Uca (paraleptuca) lactea perplexa,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Notocythere tasmanica,,1,Arthropoda,Ostracoda,Podocopida,Entocytheridae,Notocythere,,,517ac935-af0f-4358-88fb-7093015182af
Notomatidae,0,1,,,,,,,,17ce69d0-2504-4ae3-bc87-16b096863f51
Notomegabalanus (Megabalanus) tubulatoides,,1,,,,,,,,b1f8bc4c-5427-40c8-8728-aad4d463b944
"Notomella rosea (Adams, 1852)",,1,Mollusca,"Gastropoda Cuvier, 1797","Archaeogastropoda Thiele, 1925","Fissurellidae Fleming,1822","Notomella Cotton, 1957",,,f68aab55-9261-49fa-8bf9-e6fe6fa7661b
Notommata lenis,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Notommata pachyura triangulata,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Notommata pseudocerberus,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
Notommata saccigera,,1,,,,,,,,89e23fc8-3f61-4480-9de3-358fe6eefe0b
